"System","DF Activated","FountainType","FountainCount","Painted","Filter Installed","Position","Outdoor","GISPropNum","PropertyName","OMPPropID","SubPropertyName","ParkDistrict","Borough","AMPSID","AMPSClass","AMPSStatus","AMPSParentID","AMPSName","CommunityBoard","CouncilDistrict","Precinct","ZIPCode","x","y"
"B300-DF0223","Activated","E","1","true","false","In Playground, Out in Open","true","B300","Oracle Playground","B300",,"B-02","B","100,037,679","DRINKFTN","I","B300","E-Oracle Playground","302","35","88","11,205","992,073.80290997","192,039.611377388"
"B301-DF0711","Activated","H","1","false","false","In Playground","true","B301","Greene Playground","B301",,"B-02","B","100,039,094","DRINKFTN","I","B301","H-Greene Playground","302","35","88","11,238","993,747.103369131","189,322.848766312"
"B301-DF0714","Activated","A","1","true","false","In Playground","true","B301","Greene Playground","B301",,"B-02","B","100,039,188","DRINKFTN","I","B301","A-Greene Playground","302","35","88","11,238","993,739.64341031","189,419.193389892"
"B302-DF0897","Activated","C","1",,"false","In Shade, In Playground","true","B302","Charlie's Place","B302",,"B-03","B","100,040,304","DRINKFTN","I","B302","C-Charlie's Place","303","36","79","11,206","999,114.453198716","194,067.402597397"
"B304-DF0500","Activated","C","1","false","true","Out in Open, In Playground, In Shade","true","B304","Kennedy King Playground","B304",,"B-17","B","100,038,106","DRINKFTN","I","B304","C-Kennedy King Playground","317","41","67","11,212","1,005,924.59804296","179,253.626778811"
"B304-DF0898","Activated","C","1",,"true","In Playground","true","B304","Kennedy King Playground","B304",,"B-17","B","100,040,356","DRINKFTN","I","B304","C-Kennedy King Playground","317","41","67","11,212","1,005,882.49379646","179,207.200690567"
"B305-DF0636","Activated","C","1","true","false","Out in Open, In Playground","true","B305","P.S. 279 Playground","B305",,"B-18","B","100,038,841","DRINKFTN","I","B305","C-P.S. 279 Playground","318","46","69","11,236","1,013,863.06871455","174,120.628842726"
"B307-DF0040","Activated","D","1","false","false","Out in Open","true","B307","Tiger Playground","B307",,"B-04","B","100,037,437","DRINKFTN","I","B307","D-Tiger Playground","304","37","83","11,207","1,008,885.66003422","189,972.029226481"
"B308-DF0691","Activated","A","1","true","false","In Playground","true","B308","Yak Playground","B308",,"B-15","B","100,039,079","DRINKFTN","I","B308","A-Yak Playground","315","48","61","11,235","1,002,078.46236255","155,114.868625983"
"B308-DF0692","Activated","Other","1","false","false","In Playground","true","B308","Yak Playground","B308",,"B-15","B","100,039,009","DRINKFTN","I","B308","Other-Yak Playground","315","48","61","11,235","1,001,795.35794188","155,038.88157323"
"B309-DF0051","Activated","C","1",,"false","In Playground","true","B309","Pink Playground","B309",,"B-05","B","100,037,462","DRINKFTN","I","B309","C-Pink Playground","305","42","75","11,208","1,022,368.19507697","182,115.332013398"
"B309-DF0052","Activated","C","1","false","false","In Playground","true","B309","Pink Playground","B309",,"B-05","B","100,037,483","DRINKFTN","I","B309","C-Pink Playground","305","42","75","11,208","1,022,368.9247343","182,203.587414309"
"B310-DF0462","Activated","Other","1",,"false","Under Tree, Just Outside Playground","true","B310","Bushwick Playground","B310",,"B-01","B","100,038,089","DRINKFTN","I","B310","Other-Bushwick Playground","301","34","90","11,206","1,000,978.0757838","195,084.173857808"
"B310-DF0464","Activated","B","1",,"false","Under Tree, In Shade, Just Outside Playground","true","B310","Bushwick Playground","B310",,"B-01","B","100,038,051","DRINKFTN","I","B310","B-Bushwick Playground","301","34","90","11,206","1,001,059.5224713","194,898.161434561"
"B310-DF0465","Activated","C","1","false","false","In Shade, Just Outside Playground","true","B310","Bushwick Playground","B310",,"B-01","B","100,038,074","DRINKFTN","I","B310","C-Bushwick Playground","301","34","90","11,206","1,001,023.14196664","194,945.692179396"
"B310-DF1010","Activated","B","1",,"false",,"true","B310","Bushwick Playground","B310",,"B-01","B","100,043,043","DRINKFTN","I","B310","B-Bushwick Playground","301","34","90","11,206","1,001,095.98630914","194,927.03309597"
"B310-DF1100","NotYetActivated","Indoor Drinking Fountain","1",,"true","Indoor","false","B310","Bushwick Playground","B310",,"B-01","B","100,043,767","DRINKFTN","I","B310-BLG0992","Indoor Drinking Fountain-Bushwick Playground-Pool Building","301","34","90","11,206","1,001,059.03723604","194,991.693399727"
"B310-DF1101","NotYetActivated","Indoor Drinking Fountain","1",,"true","Indoor","false","B310","Bushwick Playground","B310",,"B-01","B","100,043,771","DRINKFTN","I","B310-BLG0992","Indoor Drinking Fountain-Bushwick Playground-Pool Building","301","34","90","11,206","1,001,059.03723604","194,991.693399727"
"B310-DF1137","UnderConstruction","A","1",,"true","Attached to Building, On Pool Deck","true","B310","Bushwick Playground","B310",,"B-01","B","100,043,044","DRINKFTN","I","B310","A-Bushwick Playground","301","34","90","11,206","1,001,076.28851388","195,011.248150646"
"B310-DF1138","Activated","Water Cooler","1",,"false","Indoor","false","B310","Bushwick Playground","B310",,"B-01","B","100,043,765","DRINKFTN","I","B310-BLG0992","Water Cooler-Bushwick Playground-Bushwick Plg","301","34","90","11,206","1,001,063.5716758","194,971.965420812"
"B310-DF1139","Activated","Drinking Fountain Sink Combination","2",,"false","Indoor","false","B310","Bushwick Playground","B310",,"B-01","B","100,043,768","DRINKFTN","I","B310-BLG0992","Drinking Fountain Sink Combination-Bushwick Playground-Bushwick Plg","301","34","90","11,206","1,000,998.39103189","194,983.147485062"
"B310-DF1140","UnderConstruction","A","1",,"false","Attached to Building, On Pool Deck","true","B310","Bushwick Playground","B310",,"B-01","B","100,043,054","DRINKFTN","I","B310","A-Bushwick Playground","301","34","90","11,206","1,001,028.21905621","195,005.421390637"
"B311-DF0998","Activated","Other","1",,"false",,"true","B311","Ten Eyck Playground","B311",,"B-01","B","100,043,036","DRINKFTN","I","B311","Other-Ten Eyck Playground","301","34","90","11,206","1,001,276.68050155","197,538.106285899"
"B311-DF0999","Activated","Other","1",,"false",,"true","B311","Ten Eyck Playground","B311",,"B-01","B","100,043,055","DRINKFTN","I","B311","Other-Ten Eyck Playground","301","34","90","11,206","1,001,114.56205938","197,549.474701479"
"B313-DF0348","Broken","A","1","true","false","In Playground","true","B313","El Shabazz Playground","B313",,"B-03","B","100,037,796","DRINKFTN","I","B313","A-El Shabazz Playground","303","36","81","11,233","1,003,613.13022497","188,094.777403563"
"B313-DF0899","Activated","A","1",,"false","In Playground","true","B313","El Shabazz Playground","B313",,"B-03","B","100,040,292","DRINKFTN","I","B313","A-El Shabazz Playground","303","36","81","11,233","1,003,454.0983908","188,008.197852313"
"B315-DF0326","Activated","A","1","false","false","Out in Open, In Playground","true","B315","Surf Playground","B315",,"B-13","B","100,037,812","DRINKFTN","I","B315","A-Surf Playground","313","47","60","11,224","986,333.597854971","148,287.744484975"
"B315-DF0327","Activated","C","1","true","false","Out in Open, In Playground","true","B315","Surf Playground","B315",,"B-13","B","100,037,839","DRINKFTN","I","B315","C-Surf Playground","313","47","60","11,224","986,290.022810891","148,268.169392898"
"B316-DF0958","Activated","Bottle Filler High Low","3",,"false",,"true","B316","DiGilio Playground","B316",,"B-14","B","100,043,076","DRINKFTN","I","B316","Bottle Filler High Low-DiGilio Playground","314","44","70","11,218","990,590.73435381","169,631.846809804"
"B316-DF0959","Activated","F High Low","2",,"false",,"true","B316","DiGilio Playground","B316",,"B-14","B","100,043,045","DRINKFTN","I","B316","F High Low-DiGilio Playground","314","44","70","11,218","990,577.836741805","169,843.755506724"
"B317-DF0082","Activated","A","1","true","false","Under Tree, In Playground","true","B317","Lafayette Gardens Playground","B317",,"B-03","B","100,037,473","DRINKFTN","I","B317","A-Lafayette Gardens Playground","303","35","79","11,205","996,050.043645143","190,680.186602816"
"B317-DF0083","Activated","A","1","true","false","Under Tree, In Playground","true","B317","Lafayette Gardens Playground","B317",,"B-03","B","100,037,449","DRINKFTN","I","B317","A-Lafayette Gardens Playground","303","35","79","11,205","996,053.812010303","190,469.459990143"
"B320-DF0260","Activated","D","1","false","false","In Playground","true","B320","Park Slope Playground","B320",,"B-06","B","100,037,651","DRINKFTN","I","B320","D-Park Slope Playground","306","39","78","11,217","990,204.304352387","185,842.440700888"
"B320-DF0261","Activated","A","1","false","false","In Playground","true","B320","Park Slope Playground","B320",,"B-06","B","100,037,717","DRINKFTN","I","B320","A-Park Slope Playground","306","39","78","11,217","990,160.660410806","185,870.877323806"
"B321-DF0222","Activated","C","1","false","false","Out in Open, In Playground","true","B321","Edmonds Playground","B321",,"B-02","B","100,037,674","DRINKFTN","I","B321","C-Edmonds Playground","302","35","88","11,205","992,141.381186887","190,338.282759055"
"B321-DF0738","Activated","A","1","false","false","In Playground","true","B321","Edmonds Playground","B321",,"B-02","B","100,039,100","DRINKFTN","I","B321","A-Edmonds Playground","302","35","88","11,205","992,085.795011967","190,367.052058473"
"B322-DF0112","Activated","C","1","false","false","In Playground, Near Ballfield","true","B322","Pulaski Playground","B322",,"B-03","B","100,037,585","DRINKFTN","I","B322","C-Pulaski Playground","303","36","79","11,206","1,000,357.84441271","191,916.772056147"
"B322-DF0113","Activated","F High Low","2","false","false","In Playground, Near Ballfield","true","B322","Pulaski Playground","B322",,"B-03","B","100,037,531","DRINKFTN","I","B322","F High Low-Pulaski Playground","303","36","79","11,206","1,000,517.57112738","191,904.310794979"
"B322-DF0114","Activated","E High Low","2","false","false","In Playground, Near Ballfield","true","B322","Pulaski Playground","B322",,"B-03","B","100,037,558","DRINKFTN","I","B322","E High Low-Pulaski Playground","303","36","79","11,206","1,000,375.56517779","192,007.397859141"
"B323-DF0097","Activated","C","1","true","false","Under Tree, In Playground","true","B323","Hattie Carthan Playground","B323",,"B-03","B","100,037,508","DRINKFTN","I","B323","C-Hattie Carthan Playground","303","36","79","11,216","999,139.398030728","189,042.578001394"
"B323-DF0099","Activated","C","1","true","false","Near Ballfield, In Playground","true","B323","Hattie Carthan Playground","B323",,"B-03","B","100,037,580","DRINKFTN","I","B323","C-Hattie Carthan Playground","303","36","79","11,216","999,182.783770725","189,116.891172975"
"B324-DF0550","Activated","D","1","false","false","Out in Open, Just Outside Playground","true","B324","Jacob Joffe Fields","B324",,"B-18","B","100,038,265","DRINKFTN","I","B324","D-Jacob Joffe Fields","318","46","63","11,234","1,006,603.47562222","166,892.705634564"
"B324-DF0551","Activated","A","1","true","false","Out in Open, Near Ballfield","true","B324","Jacob Joffe Fields","B324",,"B-18","B","100,038,260","DRINKFTN","I","B324","A-Jacob Joffe Fields","318","46","63","11,234","1,006,711.05578763","167,334.466233983"
"B324-DF0552","Activated","A","1","false","false","Out in Open, Near Ballfield","true","B324","Jacob Joffe Fields","B324",,"B-18","B","100,038,256","DRINKFTN","I","B324","A-Jacob Joffe Fields","318","46","63","11,234","1,006,619.28431764","166,993.77268964"
"B325-DF0154","Activated","C","1","true","false","Under Tree, In Shade","true","B325","Fish Playground","B325",,"B-16","B","100,037,540","DRINKFTN","I","B325","C-Fish Playground","316","41","73","11,233","1,008,046.13809122","186,400.794242978"
"B325-DF0155","Activated","A","1","true","false","Out in Open","true","B325","Fish Playground","B325",,"B-16","B","100,037,567","DRINKFTN","I","B325","A-Fish Playground","316","41","73","11,233","1,007,796.13071721","186,358.451479896"
"B326-DF0648","Activated","B","1","false","false","In Playground","true","B326","Cobble Hill Park","B326",,"B-06","B","100,038,902","DRINKFTN","I","B326","B-Cobble Hill Park","306","39","76","11,201","985,396.613180384","189,967.05056189"
"B326-DF0900","Activated","B","1",,"false","In Shade, In Playground","true","B326","Cobble Hill Park","B326",,"B-06","B","100,040,307","DRINKFTN","I","B326","B-Cobble Hill Park","306","39","76","11,201","985,233.060029804","190,049.330252975"
"B329-DF0650","Activated","C","1","false","true","Under Tree, Near Ballfield","true","B329","Lindower Park","B329",,"B-18","B","100,039,072","DRINKFTN","I","B329","C-Lindower Park","318","46","63","11,234","1,008,935.75376606","161,992.925079807"
"B329-DF0818","Activated","A","1","false","false","Near Ballfield, Out in Open","true","B329","Lindower Park","B329",,"B-18","B","100,039,806","DRINKFTN","I","B329","A-Lindower Park","318","46","63","11,234","1,008,581.2987663","162,118.177125886"
"B329-DF0819","Activated","E","1","true","false","In Playground, Out in Open","true","B329","Lindower Park","B329-01","Lindower Park Playground","B-18","B","100,039,794","DRINKFTN","I","B329-01","E-Lindower Park-Lindower Park Playground","318","46","63","11,234","1,008,773.55002221","162,506.760010138"
"B329-DF0820","Activated","E High Low","2","true","false","Out in Open, Just Outside Playground","true","B329","Lindower Park","B329-01","Lindower Park Playground","B-18","B","100,039,832","DRINKFTN","I","B329-01","E High Low-Lindower Park-Lindower Park Playground","318","46","63","11,234","1,008,965.24812963","162,403.85503222"
"B330-DF0557","Activated","D","1","false","false","Out in Open, Near Ballfield","true","B330","Hickman Playground","B330",,"B-18","B","100,038,324","DRINKFTN","I","B330","D-Hickman Playground","318","46","63","11,234","1,008,446.32101789","165,368.022660315"
"B330-DF0558","Activated","D","1","false","false","Out in Open, Near Ballfield","true","B330","Hickman Playground","B330",,"B-18","B","100,038,327","DRINKFTN","I","B330","D-Hickman Playground","318","46","63","11,234","1,008,348.13223788","165,362.73887822"
"B330-DF0559","Activated","D","1","false","false","Out in Open, Just Outside Playground","true","B330","Hickman Playground","B330",,"B-18","B","100,038,342","DRINKFTN","I","B330","D-Hickman Playground","318","46","63","11,234","1,008,204.03705364","165,357.569925308"
"B330-DF0901","Activated","A","1",,"false","In Playground","true","B330","Hickman Playground","B330",,"B-18","B","100,040,299","DRINKFTN","I","B330","A-Hickman Playground","318","46","63","11,234","1,008,554.24567081","165,264.145243391"
"B331-DF0286","Activated","C","1","true","false","Under Tree, Out in Open, In Shade, In Playground","true","B331","Neptune Playground","B331",,"B-13","B","100,037,694","DRINKFTN","I","B331","C-Neptune Playground","313","47","60","11,224","989,635.091908142","150,017.550408557"
